32,FEP
*
*------------------------------------------------------------------------------*
*  Creation Date/Time:  Sat Dec 25 15:00:00 2021
*------------------------------------------------------------------------------*
10,SCAN_DATA,3,5,7,14,34
*,record,Key,pRTU,pSCADA,SCADA_Key,IntParms,
,142,"02002121",2,7772,"02819121",5120,
,143,"02002122",2,7773,"02819122",5121,
,144,"02002123",2,7774,"02819123",5122,
,145,"02002124",2,7775,"02819124",5123,
,146,"02002125",2,7776,"02819125",5124,
,147,"02002126",2,7777,"02819126",5125,
,148,"02002127",2,7778,"02819127",5126,
,149,"02002128",2,7779,"02819128",5127,
,150,"02002129",2,7780,"02819129",5128,
,151,"02002130",2,7781,"02819130",5129,
,152,"02002131",2,7782,"02819131",5130,
,153,"02002132",2,7783,"02819132",5131,
,154,"02002133",2,7784,"02819133",5132,
,155,"02002134",2,7785,"02819134",5133,
,156,"02002135",2,7786,"02819135",5134,
,157,"02002136",2,7787,"02819136",5135,
,158,"02002137",2,7788,"02819137",5136,
,159,"02002138",2,7789,"02819138",5137,
,160,"02002139",2,7790,"02819139",5138,
,161,"02002140",2,7791,"02819140",5139,
,162,"02002141",2,7792,"02819141",5140,
,163,"02002142",2,7793,"02819142",5141,
,164,"02002143",2,7794,"02819143",5142,
,165,"02002144",2,7795,"02819144",5143,
,166,"02002145",2,7796,"02819145",5144,
,167,"02002146",2,7797,"02819146",5145,
,168,"02002147",2,7798,"02819147",5146,
,169,"02002148",2,7799,"02819148",5147,
,170,"02002149",2,7800,"02819149",5148,
,171,"02002150",2,7801,"02819150",5149,
,172,"02002151",2,7802,"02819151",5150,
,173,"02002152",2,7803,"02819152",5151,
,174,"02002153",2,7804,"02819153",5152,
,175,"02002154",2,7805,"02819154",5153,
,176,"02002155",2,7806,"02819155",5154,
,177,"02002156",2,7807,"02819156",5155,
,178,"02002157",2,7808,"02819157",5156,
,179,"02002158",2,7809,"02819158",5157,
,180,"02002159",2,7810,"02819159",5158,
,181,"02002160",2,7811,"02819160",5159,
,182,"02002161",2,7812,"02819161",5160,
,183,"02002162",2,7813,"02819162",5161,
,184,"02002163",2,7814,"02819163",5162,
,185,"02002164",2,7815,"02819164",5163,
,186,"02002165",2,7816,"02819165",5164,
,187,"02002166",2,7817,"02819166",5165,
,188,"02002167",2,7818,"02819167",5166,
,189,"02002168",2,7819,"02819168",5167,
,190,"02002169",2,7820,"02819169",5168,
,191,"02002170",2,7821,"02819170",5169,
,192,"02002171",2,7822,"02819171",5170,
,193,"02002172",2,7823,"02819172",5171,
,194,"02002173",2,7824,"02819173",5172,
,195,"02002174",2,7825,"02819174",5173,
,196,"02002175",2,7826,"02819175",5174,
,197,"02002176",2,7827,"02819176",5175,
,198,"02002177",2,7828,"02819177",5176,
,199,"02002178",2,7829,"02819178",5177,
,200,"02002179",2,7830,"02819179",5178,
,201,"02002180",2,7831,"02819180",5179,
,202,"02002181",2,7832,"02819181",5180,
,203,"02002182",2,7833,"02819182",5181,
,204,"02002183",2,7834,"02819183",5182,
,205,"02002184",2,7835,"02819184",5183,
,206,"02002185",2,7836,"02819185",5184,
,207,"02002186",2,7837,"02819186",5185,
,208,"02002187",2,7838,"02819187",5186,
,209,"02002188",2,7839,"02819188",5187,
,210,"02002189",2,7840,"02819189",5188,
,211,"02002190",2,7841,"02819190",5189,
,212,"02002191",2,7842,"02819191",5190,
,213,"02002192",2,7843,"02819192",5191,
,214,"02002193",2,7844,"02819193",5192,
,215,"02002194",2,7845,"02819194",5193,
,216,"02002195",2,7846,"02819195",5194,
,217,"02002196",2,7847,"02819196",5195,
,218,"02002197",2,7848,"02819197",5196,
,219,"02002198",2,7849,"02819198",5197,
,220,"02002199",2,7850,"02819199",5198,
,221,"02002200",2,7851,"02819200",5199,
,222,"02002201",2,7852,"02819201",5200,
,223,"02002202",2,7853,"02819202",5201,
,224,"02002203",2,7854,"02819203",5202,
,225,"02002204",2,7855,"02819204",5203,
,226,"02002205",2,7856,"02819205",5204,
,227,"02002206",2,7857,"02819206",5205,
,228,"02002207",2,7858,"02819207",5206,
,229,"02002208",2,7859,"02819208",5207,
,230,"02002209",2,7860,"02819209",5208,
,231,"02002210",2,7861,"02819210",5209,
,232,"02002211",2,7862,"02819211",5210,
,233,"02002212",2,7863,"02819212",5211,
,234,"02002213",2,7864,"02819213",5212,
,235,"02002214",2,7865,"02819214",5213,
,236,"02002215",2,7866,"02819215",5214,
,237,"02002216",2,7867,"02819216",5215,
,238,"02002217",2,7868,"02819217",5216,
,239,"02002218",2,7869,"02819218",5217,
,240,"02002219",2,7870,"02819219",5218,
,241,"02002220",2,7871,"02819220",5219,
,242,"02002221",2,7872,"02819221",5220,
,243,"02002222",2,7873,"02819222",5221,
,244,"02002223",2,7874,"02819223",5222,
,245,"02002224",2,7875,"02819224",5223,
,246,"02002225",2,7876,"02819225",5224,
,247,"02002226",2,7877,"02819226",5225,
,248,"02002227",2,7878,"02819227",5226,
,249,"02002228",2,7879,"02819228",5227,
,250,"02002229",2,7880,"02819229",5228,
,251,"02002230",2,7881,"02819230",5229,
,252,"02002231",2,7882,"02819231",5230,
,253,"02002232",2,7883,"02819232",5231,
,254,"02002233",2,7884,"02819233",5232,
,255,"02002234",2,7885,"02819234",5233,
,256,"02002235",2,7886,"02819235",5234,
,257,"02002236",2,7887,"02819236",5235,
,258,"02002237",2,7888,"02819237",5236,
,259,"02002238",2,7889,"02819238",5237,
,260,"02002239",2,7890,"02819239",5238,
,261,"02002240",2,7891,"02819240",5239,
,262,"02002241",2,7892,"02819241",5240,
,263,"02002242",2,7893,"02819242",5241,
,264,"02002243",2,7894,"02819243",5242,
,265,"02002244",2,7895,"02819244",5243,
,266,"02002245",2,7896,"02819245",5244,
,267,"02002246",2,7897,"02819246",5245,
,268,"02002247",2,7898,"02819247",5246,
,269,"02002248",2,7899,"02819248",5247,
,270,"02002249",2,7900,"02819249",5248,
,271,"02002250",2,7901,"02819250",5249,
,272,"02002251",2,7902,"02819251",5250,
,273,"02002252",2,7903,"02819252",5251,
,274,"02002253",2,7904,"02819253",5252,
,275,"02002254",2,7905,"02819254",5253,
,276,"02002255",2,7906,"02819255",5254,
,277,"02002256",2,7907,"02819256",5255,
,278,"02002257",2,7908,"02819257",5256,
,279,"02002258",2,7909,"02819258",5257,
,280,"02002259",2,7910,"02819259",5258,
,281,"02002260",2,7911,"02819260",5259,
,282,"02002261",2,7912,"02819261",5260,
,283,"02002262",2,7913,"02819262",5261,
,284,"02002263",2,7914,"02819263",5262,
,285,"02002264",2,7915,"02819264",5263,
,286,"02002265",2,7916,"02819265",5264,
,287,"02002266",2,7917,"02819266",5265,
,288,"02002267",2,7918,"02819267",5266,
,289,"02002268",2,7919,"02819268",5267,
,290,"02002269",2,7920,"02819269",5268,
,291,"02002270",2,7921,"02819270",5269,
,292,"02002271",2,7922,"02819271",5270,
,293,"02002272",2,7923,"02819272",5271,
,294,"02002273",2,7924,"02819273",5272,
,295,"02002274",2,7925,"02819274",5273,
,296,"02002275",2,7926,"02819275",5274,
,297,"02002276",2,7927,"02819276",5275,
,298,"02002277",2,7928,"02819277",5276,
,299,"02002278",2,7929,"02819278",5277,
,300,"02002279",2,7930,"02819279",5278,
,301,"02002280",2,7931,"02819280",5279,
,302,"02002281",2,7932,"02819281",5280,
,303,"02002282",2,7933,"02819282",5281,
,304,"02002283",2,7934,"02819283",5282,
,305,"02002284",2,7935,"02819284",5283,
,306,"02002285",2,7936,"02819285",5284,
,307,"02002286",2,7937,"02819286",5285,
,308,"02002287",2,7938,"02819287",5286,
,309,"02002288",2,7939,"02819288",5287,
,310,"02002289",2,7940,"02819289",5288,
,311,"02002290",2,7941,"02819290",5289,
,312,"02002291",2,7942,"02819291",5290,
,313,"02002292",2,7943,"02819292",5291,
,314,"02002293",2,7944,"02819293",5292,
,315,"02002294",2,7945,"02819294",5293,
,316,"02002295",2,7946,"02819295",5294,
,317,"02002296",2,7947,"02819296",5295,
,318,"02002297",2,7948,"02819297",5296,
,319,"02002298",2,7949,"02819298",5297,
,320,"02002299",2,7950,"02819299",5298,
,321,"02002300",2,7951,"02819300",5299,
,322,"02002301",2,7952,"02819301",5300,
,323,"02002302",2,7953,"02819302",5301,
,324,"02002303",2,7954,"02819303",5302,
,325,"02002304",2,7955,"02819304",5303,
,326,"02002305",2,7956,"02819305",5304,
,327,"02002306",2,7957,"02819306",5305,
,328,"02002307",2,7958,"02819307",5306,
,329,"02002308",2,7959,"02819308",5307,
,330,"02002309",2,7960,"02819309",5308,
,331,"02002310",2,7961,"02819310",5309,
,332,"02002311",2,7962,"02819311",5310,
,333,"02002312",2,7963,"02819312",5311,
,334,"02002313",2,7964,"02819313",5312,
,335,"02002314",2,7965,"02819314",5313,
,336,"02002315",2,7966,"02819315",5314,
,337,"02002316",2,7967,"02819316",5315,
,338,"02002317",2,7968,"02819317",5316,
,339,"02002318",2,7969,"02819318",5317,
,340,"02002319",2,7970,"02819319",5318,
,341,"02002320",2,7971,"02819320",5319,
,342,"02002321",2,7972,"02819321",5320,
,343,"02002322",2,7973,"02819322",5321,
,344,"02002323",2,7974,"02819323",5322,
,345,"02002324",2,7975,"02819324",5323,
,346,"02002325",2,7976,"02819325",5324,
,347,"02002326",2,7977,"02819326",5325,
,348,"02002327",2,7978,"02819327",5326,
,349,"02002328",2,7979,"02819328",5327,
,350,"02002329",2,7980,"02819329",5328,
,351,"02002330",2,7981,"02819330",5329,
,352,"02002331",2,7982,"02819331",5330,
,353,"02002332",2,7983,"02819332",5331,
,354,"02002333",2,7984,"02819333",5332,
,355,"02002334",2,7985,"02819334",5333,
,356,"02002335",2,7986,"02819335",5334,
,357,"02002336",2,7987,"02819336",5335,
,358,"02002337",2,7988,"02819337",5336,
,359,"02002338",2,7989,"02819338",5337,
,360,"02002339",2,7990,"02819339",5338,
,361,"02002340",2,7991,"02819340",5339,
,362,"02002341",2,7992,"02819341",5340,
,363,"02002342",2,7993,"02819342",5341,
,364,"02002343",2,7994,"02819343",5342,
,365,"02002344",2,7995,"02819344",5343,
,366,"02002345",2,7996,"02819345",5344,
,367,"02002346",2,7997,"02819346",5345,
,368,"02002347",2,7998,"02819347",5346,
,369,"02002348",2,7999,"02819348",5347,
,370,"02002349",2,8000,"02819349",5348,
,371,"02002350",2,8001,"02819350",5349,
,372,"02002351",2,8002,"02819351",5350,
,373,"02002352",2,8003,"02819352",5351,
,374,"02002353",2,8004,"02819353",5352,
,375,"02002354",2,8005,"02819354",5353,
,376,"02002355",2,8006,"02819355",5354,
,377,"02002356",2,8007,"02819356",5355,
,378,"02002357",2,8008,"02819357",5356,
,379,"02002358",2,8009,"02819358",5357,
,380,"02002359",2,8010,"02819359",5358,
,381,"02002360",2,8011,"02819360",5359,
,382,"02002361",2,8012,"02819361",5360,
,383,"02002362",2,8013,"02819362",5361,
,384,"02002363",2,8014,"02819363",5362,
,385,"02002364",2,8015,"02819364",5363,
,386,"02002365",2,8016,"02819365",5364,
,387,"02002366",2,8017,"02819366",5365,
,388,"02002367",2,8018,"02819367",5366,
,389,"02002368",2,8019,"02819368",5367,
,390,"02002369",2,8020,"02819369",5368,
,391,"02002370",2,8021,"02819370",5369,
,392,"02002371",2,8022,"02819371",5370,
,393,"02002372",2,8023,"02819372",5371,
,394,"02002373",2,8024,"02819373",5372,
,395,"02002374",2,8025,"02819374",5373,
,396,"02002375",2,8026,"02819375",5374,
,397,"02002376",2,8027,"02819376",5375,
,398,"02002377",2,8028,"02819377",5376,
,399,"02002378",2,8029,"02819378",5377,
,400,"02002379",2,8030,"02819379",5378,
,401,"02002380",2,8031,"02819380",5379,
,402,"02002381",2,8032,"02819381",5380,
,403,"02002382",2,8033,"02819382",5381,
,404,"02002383",2,8034,"02819383",5382,
,405,"02002384",2,8035,"02819384",5383,
,406,"02002385",2,8036,"02819385",5384,
,407,"02002386",2,8037,"02819386",5385,
,408,"02002387",2,8038,"02819387",5386,
,409,"02002388",2,8039,"02819388",5387,
,410,"02002389",2,8040,"02819389",5388,
,411,"02002390",2,8041,"02819390",5389,
,412,"02002391",2,8042,"02819391",5390,
,413,"02002392",2,8043,"02819392",5391,
,414,"02002393",2,8044,"02819393",5392,
,415,"02002394",2,8045,"02819394",5393,
,416,"02002395",2,8046,"02819395",5394,
,417,"02002396",2,8047,"02819396",5395,
,418,"02002397",2,8048,"02819397",5396,
,419,"02002398",2,8049,"02819398",5397,
,420,"02002399",2,8050,"02819399",5398,
,421,"02002400",2,8051,"02819400",5399,
,422,"02002401",2,8052,"02819401",5400,
,423,"02002402",2,8053,"02819402",5401,
,424,"02002403",2,8054,"02819403",5402,
,425,"02002404",2,8055,"02819404",5403,
,426,"02002405",2,8056,"02819405",5404,
,427,"02002406",2,8057,"02819406",5405,
,428,"02002407",2,8058,"02819407",5406,
,429,"02002408",2,8059,"02819408",5407,
,430,"02002409",2,8060,"02819409",5408,
,431,"02002410",2,8061,"02819410",5409,
,432,"02002411",2,8062,"02819411",5410,
,433,"02002412",2,8063,"02819412",5411,
,434,"02002413",2,8064,"02819413",5412,
,435,"02002414",2,8065,"02819414",5413,
,436,"02002415",2,8066,"02819415",5414,
,437,"02002416",2,8067,"02819416",5415,
,438,"02002417",2,8068,"02819417",5416,
,439,"02002418",2,8069,"02819418",5417,
,440,"02002419",2,8070,"02819419",5418,
,441,"02002420",2,8071,"02819420",5419,
,442,"02002421",2,8072,"02819421",5420,
,443,"02002422",2,8073,"02819422",5421,
,444,"02002423",2,8074,"02819423",5422,
,445,"02002424",2,8075,"02819424",5423,
,446,"02002425",2,8076,"02819425",5424,
,447,"02002426",2,8077,"02819426",5425,
,448,"02002427",2,8078,"02819427",5426,
,449,"02002428",2,8079,"02819428",5427,
,450,"02002429",2,8080,"02819429",5428,
,451,"02002430",2,8081,"02819430",5429,
,452,"02002431",2,8082,"02819431",5430,
,453,"02002432",2,8083,"02819432",5431,
,454,"02002433",2,8084,"02819433",5432,
,455,"02002434",2,8085,"02819434",5433,
,456,"02002435",2,8086,"02819435",5434,
,457,"02002436",2,8087,"02819436",5435,
,458,"02002437",2,8088,"02819437",5436,
,459,"02002438",2,8089,"02819438",5437,
,460,"02002439",2,8090,"02819439",5438,
,461,"02002440",2,8091,"02819440",5439,
,462,"02002441",2,8092,"02819441",5440,
,463,"02002442",2,8093,"02819442",5441,
,464,"02002443",2,8094,"02819443",5442,
,465,"02002444",2,8095,"02819444",5443,
,466,"02002445",2,8096,"02819445",5444,
,467,"02002446",2,8097,"02819446",5445,
,468,"02002447",2,8098,"02819447",5446,
,469,"02002448",2,8099,"02819448",5453,
,470,"02002449",2,8100,"02819449",5448,
,471,"02002450",2,8101,"02819450",5449,
,472,"02002451",2,8102,"02819451",5450,
,473,"02002452",2,8103,"02819452",5451,
,474,"02002453",2,8104,"02819453",5452,
,475,"03002001",2,11308,"03819001",10000,
,476,"03002002",2,11309,"03819002",10001,
,477,"03002003",2,11310,"03819003",10002,
,478,"03002004",2,11311,"03819004",10003,
,479,"03002005",2,11312,"03819005",10004,
,480,"03002006",2,11313,"03819006",10005,
,481,"03002007",2,11314,"03819007",10006,
,482,"03002008",2,11315,"03819008",10007,
,483,"03002009",2,11316,"03819009",10008,
,484,"03002010",2,11317,"03819010",10009,
,485,"03002011",2,11318,"03819011",10010,
,486,"03002012",2,11319,"03819012",10011,
,487,"03002013",2,11320,"03819013",10012,
,488,"03002014",2,11321,"03819014",10013,
,489,"03002015",2,11322,"03819015",10014,
,490,"03002016",2,11323,"03819016",10015,
,491,"03002017",2,11324,"03819017",10016,
,492,"03002018",2,11325,"03819018",10017,
,493,"03002019",2,11326,"03819019",10018,
,494,"03002020",2,11327,"03819020",10019,
,495,"03002021",2,11328,"03819021",10020,
,496,"03002022",2,11329,"03819022",10021,
,497,"03002023",2,11330,"03819023",10022,
,498,"03002024",2,11331,"03819024",10023,
,499,"03002025",2,11332,"03819025",10024,
,500,"03002026",2,11333,"03819026",10025,
,501,"03002027",2,11334,"03819027",10026,
,502,"03002028",2,11335,"03819028",10027,
,503,"03002029",2,11336,"03819029",10028,
,504,"03002030",2,11337,"03819030",10029,
,505,"03002031",2,11338,"03819031",10030,
,506,"03002032",2,11339,"03819032",10031,
,507,"03002033",2,11340,"03819033",10032,
,508,"03002034",2,11341,"03819034",10033,
,509,"03002035",2,11342,"03819035",10034,
,510,"03002036",2,11343,"03819036",10035,
,511,"03002037",2,11344,"03819037",10036,
,512,"03002038",2,11345,"03819038",10037,
,513,"03002039",2,11346,"03819039",10038,
,514,"03002040",2,11347,"03819040",10039,
,515,"03002041",2,11348,"03819041",10040,
,516,"03002042",2,11349,"03819042",10041,
,517,"03002043",2,11350,"03819043",10042,
,518,"03002044",2,11351,"03819044",10043,
,519,"03002045",2,11352,"03819045",10044,
,520,"03002046",2,11353,"03819046",10045,
,521,"03002047",2,11354,"03819047",10046,
,522,"03002048",2,11355,"03819048",10047,
,523,"03002049",2,11356,"03819049",10048,
,524,"03002050",2,11357,"03819050",10049,
,525,"03002051",2,11358,"03819051",10050,
,526,"03002052",2,11359,"03819052",10051,
,527,"03002053",2,11360,"03819053",10052,
,528,"03002054",2,11361,"03819054",10053,
,529,"03002055",2,11362,"03819055",10054,
,530,"03002056",2,11363,"03819056",10055,
,531,"03002057",2,11364,"03819057",10056,
,532,"03002058",2,11365,"03819058",10057,
,533,"03002059",2,11366,"03819059",10058,
,534,"03002060",2,11367,"03819060",10059,
,535,"03002061",2,11368,"03819061",10060,
,536,"03002062",2,11369,"03819062",10061,
,537,"03002063",2,11370,"03819063",10062,
,538,"03002064",2,11371,"03819064",10063,
,539,"03002065",2,11372,"03819065",10064,
,540,"03002066",2,11373,"03819066",10065,
,541,"03002067",2,11374,"03819067",10066,
,542,"03002068",2,11375,"03819068",10067,
,543,"03002069",2,11376,"03819069",10068,
,544,"03002070",2,11377,"03819070",10069,
,545,"03002071",2,11378,"03819071",10070,
,546,"03002072",2,11379,"03819072",10071,
,547,"03002073",2,11380,"03819073",10072,
,548,"03002074",2,11381,"03819074",10073,
,549,"03002075",2,11382,"03819075",10074,
,550,"03002076",2,11383,"03819076",10075,
,551,"03002077",2,11384,"03819077",10076,
,552,"03002078",2,11385,"03819078",10077,
,553,"03002079",2,11386,"03819079",10078,
,554,"03002080",2,11387,"03819080",10079,
,555,"03002081",2,11388,"03819081",10080,
,556,"03002082",2,11389,"03819082",10081,
,557,"03002083",2,11390,"03819083",10082,
,558,"03002084",2,11391,"03819084",10083,
,559,"03002085",2,11392,"03819085",10084,
,560,"03002086",2,11393,"03819086",10085,
,561,"03002087",2,11394,"03819087",10086,
,562,"03002088",2,11395,"03819088",10087,
,563,"03002089",2,11396,"03819089",10088,
,564,"03002090",2,11397,"03819090",10089,
,565,"03002091",2,11398,"03819091",10090,
,566,"03002092",2,11399,"03819092",10091,
,567,"03002093",2,11400,"03819093",10092,
,568,"03002094",2,11401,"03819094",10093,
,569,"03002095",2,11402,"03819095",10094,
,570,"03002096",2,11403,"03819096",10095,
,571,"03002097",2,11404,"03819097",10096,
,572,"03002098",2,11405,"03819098",10097,
,573,"03002099",2,11406,"03819099",10098,
,574,"03002100",2,11407,"03819100",10099,
,575,"03002101",2,11408,"03819101",10100,
,576,"03002102",2,11409,"03819102",10101,
,577,"03002103",2,11410,"03819103",10102,
,578,"03002104",2,11411,"03819104",10103,
,579,"03002105",2,11412,"03819105",10104,
,580,"03002106",2,11413,"03819106",10105,
,581,"03002107",2,11414,"03819107",10106,
,582,"03002108",2,11415,"03819108",10107,
,583,"03002109",2,11416,"03819109",10108,
,584,"03002110",2,11417,"03819110",10109,
,585,"03002111",2,11418,"03819111",10110,
,586,"03002112",2,11419,"03819112",10111,
,587,"03002113",2,11420,"03819113",10112,
,588,"03002114",2,11421,"03819114",10113,
,589,"03002115",2,11422,"03819115",10114,
,590,"03002116",2,11423,"03819116",10115,
,591,"03002117",2,11424,"03819117",10116,
,592,"03002118",2,11425,"03819118",10117,
,593,"03002119",2,11426,"03819119",10118,
,594,"03002120",2,11427,"03819120",10119,
,595,"03002121",2,11428,"03819121",10120,
,596,"03002122",2,11429,"03819122",10121,
,597,"03002123",2,11430,"03819123",10122,
,598,"03002124",2,11431,"03819124",10123,
,599,"03002125",2,11432,"03819125",10124,
,600,"03002126",2,11433,"03819126",10125,
,601,"03002127",2,11434,"03819127",10126,
,602,"03002128",2,11435,"03819128",10127,
,603,"03002129",2,11436,"03819129",10128,
,604,"03002130",2,11437,"03819130",10129,
,605,"03002131",2,11438,"03819131",10130,
,606,"03002132",2,11439,"03819132",10131,
,607,"03002133",2,11440,"03819133",10132,
,608,"03002134",2,11441,"03819134",10133,
,609,"03002135",2,11442,"03819135",10134,
,610,"03002136",2,11443,"03819136",10135,
,611,"03002137",2,11444,"03819137",10136,
,612,"03002138",2,11445,"03819138",10137,
,613,"03002139",2,11446,"03819139",10138,
,614,"03002140",2,11447,"03819140",10139,
,615,"03002141",2,11448,"03819141",10140,
,616,"03002142",2,11449,"03819142",10141,
,617,"03002143",2,11450,"03819143",10142,
,618,"03002144",2,11451,"03819144",10143,
,619,"03002145",2,11452,"03819145",10144,
,620,"03002146",2,11453,"03819146",10145,
,621,"03002147",2,11454,"03819147",10146,
,622,"03002148",2,11455,"03819148",10147,
,623,"03002149",2,11456,"03819149",10148,
,624,"03002150",2,11457,"03819150",10149,
,625,"03002151",2,11458,"03819151",10150,
